team1_win_rate,team2_win_rate,team1_form,team2_form,team1_pp_sr,team2_pp_sr,team1_boundary_pct,team2_boundary_pct,team1_impact,team2_impact,team1_venue_win_rate,team2_venue_win_rate,toss_advantage,pitch_Balanced,pitch_Batting Friendly,pitch_Bowling Friendly,pitch_Spin Friendly,venue_Large,venue_Medium,venue_Small,weather_Clear,weather_Cloudy,weather_Rain Probable,target,team1,team2,venue
0.4444444444444444,0.64,56.690000000000005,59.388000000000005,154.38000000000002,129.48999999999998,35.482,45.24666666666667,80.01,80.01,0.18518518518518517,0.18518518518518517,1,False,False,True,False,False,False,True,True,False,False,1,CSK,RCB,Chinnaswamy
0.4583333333333333,0.64,47.646,59.388000000000005,138.362,129.48999999999998,45.622,45.24666666666667,76.46,80.01,0.07407407407407407,0.18518518518518517,0,False,False,False,True,False,False,True,False,False,True,0,MI,RCB,Chinnaswamy
0.64,0.4583333333333333,59.388000000000005,59.63533333333333,129.48999999999998,136.82466666666667,45.24666666666667,33.642,80.01,82.5,0.15789473684210525,0.10526315789473684,0,True,False,False,False,True,False,False,False,True,False,1,RCB,PBKS,Chepauk
0.64,0.6296296296296297,59.388000000000005,51.23733333333333,129.48999999999998,129.14466666666667,45.24666666666667,40.48266666666667,80.01,73.46,0.09375,0.1875,0,False,True,False,False,True,False,False,True,False,False,1,RCB,LSG,Narendra Modi Stadium
0.4444444444444444,0.47368421052631576,56.690000000000005,49.808,154.38000000000002,136.098,35.482,47.58533333333333,80.01,73.94,0.1,0.1,0,True,False,False,False,False,True,False,True,False,False,0,CSK,KKR,Eden Gardens
0.64,0.4074074074074074,59.388000000000005,56.63933333333333,129.48999999999998,132.62333333333333,45.24666666666667,46.522666666666666,80.01,81.71,0.18518518518518517,0.18518518518518517,0,False,False,True,False,False,False,True,True,False,False,1,RCB,RR,Chinnaswamy
0.5,0.5217391304347826,47.556000000000004,52.232,129.61533333333333,134.986,43.59666666666667,38.455333333333336,71.9,83.42,0.18181818181818182,0.13636363636363635,1,False,True,False,False,False,False,True,True,False,False,1,GT,DC,Wankhede
0.45454545454545453,0.47368421052631576,65.41799999999999,49.808,133.99533333333335,136.098,38.638000000000005,47.58533333333333,89.64,73.94,0.045454545454545456,0.045454545454545456,1,False,False,True,False,False,False,True,False,True,False,0,SRH,KKR,Wankhede
0.4583333333333333,0.5,59.63533333333333,47.556000000000004,136.82466666666667,129.61533333333333,33.642,43.59666666666667,82.5,71.9,0.09090909090909091,0.18181818181818182,0,False,True,False,False,False,False,True,True,False,False,0,PBKS,GT,Wankhede
0.4583333333333333,0.5217391304347826,59.63533333333333,52.232,136.82466666666667,134.986,33.642,38.455333333333336,82.5,83.42,0.09375,0.0625,0,True,False,False,False,True,False,False,False,True,False,0,PBKS,DC,Narendra Modi Stadium
0.64,0.5217391304347826,59.388000000000005,52.232,129.48999999999998,134.986,45.24666666666667,38.455333333333336,80.01,83.42,0.09090909090909091,0.13636363636363635,1,True,False,False,False,False,False,True,True,False,False,0,RCB,DC,Wankhede
0.4583333333333333,0.5,47.646,47.556000000000004,138.362,129.61533333333333,45.622,43.59666666666667,76.46,71.9,0.10526315789473684,0.10526315789473684,1,False,True,False,False,True,False,False,False,False,True,1,MI,GT,Chepauk
0.5217391304347826,0.4583333333333333,52.232,47.646,134.986,138.362,38.455333333333336,45.622,83.42,76.46,0.0625,0.125,1,False,False,False,True,True,False,False,False,True,False,0,DC,MI,Narendra Modi Stadium
0.47368421052631576,0.4074074074074074,49.808,56.63933333333333,136.098,132.62333333333333,47.58533333333333,46.522666666666666,73.94,81.71,0.1,0.05,1,False,False,False,True,False,True,False,True,False,False,0,KKR,RR,Eden Gardens
0.6296296296296297,0.4074074074074074,51.23733333333333,56.63933333333333,129.14466666666667,132.62333333333333,40.48266666666667,46.522666666666666,73.46,81.71,0.1875,0.09375,0,False,False,True,False,True,False,False,True,False,False,1,LSG,RR,Narendra Modi Stadium
0.64,0.4583333333333333,59.388000000000005,47.646,129.48999999999998,138.362,45.24666666666667,45.622,80.01,76.46,0.18518518518518517,0.07407407407407407,1,False,False,False,True,False,False,True,True,False,False,0,RCB,MI,Chinnaswamy
0.4583333333333333,0.5217391304347826,59.63533333333333,52.232,136.82466666666667,134.986,33.642,38.455333333333336,82.5,83.42,0.07407407407407407,0.037037037037037035,1,False,False,True,False,False,False,True,True,False,False,1,PBKS,DC,Chinnaswamy
0.45454545454545453,0.5217391304347826,65.41799999999999,52.232,133.99533333333335,134.986,38.638000000000005,38.455333333333336,89.64,83.42,0.0,0.15,1,False,False,True,False,False,True,False,True,False,False,0,SRH,DC,Eden Gardens
0.5217391304347826,0.4444444444444444,52.232,56.690000000000005,134.986,154.38000000000002,38.455333333333336,35.482,83.42,80.01,0.13636363636363635,0.09090909090909091,0,False,False,True,False,False,False,True,True,False,False,1,DC,CSK,Wankhede
0.4444444444444444,0.6296296296296297,56.690000000000005,51.23733333333333,154.38000000000002,129.14466666666667,35.482,40.48266666666667,80.01,73.46,0.09090909090909091,0.13636363636363635,0,False,False,False,True,False,False,True,True,False,False,0,CSK,LSG,Wankhede
0.5,0.4583333333333333,47.556000000000004,59.63533333333333,129.61533333333333,136.82466666666667,43.59666666666667,33.642,71.9,82.5,0.18181818181818182,0.09090909090909091,1,False,False,False,True,False,False,True,True,False,False,1,GT,PBKS,Wankhede
0.4583333333333333,0.45454545454545453,47.646,65.41799999999999,138.362,133.99533333333335,45.622,38.638000000000005,76.46,89.64,0.07407407407407407,0.1111111111111111,1,True,False,False,False,False,False,True,True,False,False,1,MI,SRH,Chinnaswamy
0.4583333333333333,0.47368421052631576,47.646,49.808,138.362,136.098,45.622,47.58533333333333,76.46,73.94,0.07407407407407407,0.07407407407407407,1,False,True,False,False,False,False,True,True,False,False,0,MI,KKR,Chinnaswamy
0.4583333333333333,0.4074074074074074,47.646,56.63933333333333,138.362,132.62333333333333,45.622,46.522666666666666,76.46,81.71,0.125,0.09375,0,False,True,False,False,True,False,False,True,False,False,1,MI,RR,Narendra Modi Stadium
0.4583333333333333,0.4074074074074074,59.63533333333333,56.63933333333333,136.82466666666667,132.62333333333333,33.642,46.522666666666666,82.5,81.71,0.07407407407407407,0.18518518518518517,1,False,False,False,True,False,False,True,True,False,False,0,PBKS,RR,Chinnaswamy
0.47368421052631576,0.4074074074074074,49.808,56.63933333333333,136.098,132.62333333333333,47.58533333333333,46.522666666666666,73.94,81.71,0.0,0.05263157894736842,1,False,False,False,True,True,False,False,False,True,False,0,KKR,RR,Chepauk
0.6296296296296297,0.64,51.23733333333333,59.388000000000005,129.14466666666667,129.48999999999998,40.48266666666667,45.24666666666667,73.46,80.01,0.15789473684210525,0.15789473684210525,0,True,False,False,False,True,False,False,True,False,False,0,LSG,RCB,Chepauk
0.4583333333333333,0.64,59.63533333333333,59.388000000000005,136.82466666666667,129.48999999999998,33.642,45.24666666666667,82.5,80.01,0.07407407407407407,0.18518518518518517,0,False,True,False,False,False,False,True,True,False,False,0,PBKS,RCB,Chinnaswamy
0.6296296296296297,0.4444444444444444,51.23733333333333,56.690000000000005,129.14466666666667,154.38000000000002,40.48266666666667,35.482,73.46,80.01,0.1875,0.0625,0,True,False,False,False,True,False,False,True,False,False,1,LSG,CSK,Narendra Modi Stadium
0.5,0.4583333333333333,47.556000000000004,59.63533333333333,129.61533333333333,136.82466666666667,43.59666666666667,33.642,71.9,82.5,0.10526315789473684,0.10526315789473684,0,False,True,False,False,True,False,False,True,False,False,0,GT,PBKS,Chepauk
0.4074074074074074,0.45454545454545453,56.63933333333333,65.41799999999999,132.62333333333333,133.99533333333335,46.522666666666666,38.638000000000005,81.71,89.64,0.09375,0.125,1,True,False,False,False,True,False,False,True,False,False,0,RR,SRH,Narendra Modi Stadium
0.47368421052631576,0.4074074074074074,49.808,56.63933333333333,136.098,132.62333333333333,47.58533333333333,46.522666666666666,73.94,81.71,0.07407407407407407,0.18518518518518517,0,False,False,False,True,False,False,True,True,False,False,0,KKR,RR,Chinnaswamy
0.5,0.4444444444444444,47.556000000000004,56.690000000000005,129.61533333333333,154.38000000000002,43.59666666666667,35.482,71.9,80.01,0.2,0.1,1,False,False,True,False,False,True,False,True,False,False,1,GT,CSK,Eden Gardens
